timestamp,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close,open,high,low,close
2021-02-24 00:00:00,48929.54,48929.54,47086.89,48191.14,48882.0,49087.0,46902.0,48485.0,48875.0,49096.01,47001.88,48482.38,48906.607,49070.307,46958.22,48488.0,48899.99,49114.02,47002.0,48487.22,48923.48,49130.5,47000.01,48500.0,48919.5,49100.0,47022.0,48485.25,48899.6,48899.9,47015.7,48498.9,48892.5,49080.5,46918.718,48504.0,48906.05,49078.28,47012.76,48446.34,48927.33,49098.88,47000.0,48504.0
2021-02-24 01:00:00,48934.14,50161.64,48798.7,50161.64,48454.0,50229.0,48412.0,50196.0,48438.82,50214.5,48438.82,50214.49,48488.0,50229.46599999999,48453.81,50199.989,48498.8,50353.43,48437.32,50236.98,48510.28,50331.36,48442.89,50227.97,48485.25,50208.25,48447.75,50193.25,48499.0,50200.0,48462.8,50180.4,48495.0,50240.88,48438.0,50160.5,48516.41,50201.53,48476.68,50201.53,48476.94,50232.0,48425.2,50206.74
2021-02-24 02:00:00,49994.55,50513.79,49994.55,50136.78,50184.0,50580.34566075,49827.0,50173.0,50171.91,50566.28,49781.14,50206.46,50188.392,50600.0,49838.017,50230.77,50236.98,50600.0,49832.71,50220.01,50257.72,50613.36,49833.0,50244.25,50193.25,50560.25,49821.5,50215.5,50200.0,50564.5,49836.7,50202.2,50181.0,50569.5,49799.5,50191.5,50240.11,50573.85,49853.89,50189.77,50224.22,50820.16,49815.26,50202.83
2021-02-24 03:00:00,50948.0,50948.0,50948.0,50948.0,50161.0,51001.0,50042.0,50902.0,50177.5,50995.25,50091.01,50898.28,50213.58900000001,50999.99,50105.14599999999,50949.59099999999,50220.01,51000.0,50084.76,50932.71,50200.0,51000.0,50054.16,50965.74,50166.25,50991.25,50073.0,50913.25,50202.2,51000.0,50074.9,50928.4,50171.0,50999.5,50073.75,50929.0,50186.42,50977.14,50131.61,50968.49,50190.12,51000.0,50090.0,50939.95
2021-02-24 04:00:00,51025.46,51025.46,50736.28,50743.89,50901.0,51354.46137096,50328.0,50607.0,50900.61,51399.11,50342.02,50636.53,50999.999,51386.269,50400.0,50662.379,50929.46,51398.0,50358.54,50650.86,50943.71,51397.44,50350.01,50645.41,50913.25,51391.5,50353.5,50650.5,50922.2,51392.0,50342.2,50635.3,50937.25,51409.0,50353.25,50623.0,50962.95,51383.99,50365.76,50666.0,50937.53,51459.51,50342.26,50650.54
2021-02-24 05:00:00,51025.46,51025.46,50736.28,50743.89,50611.0,51064.836107999996,49941.0,50166.0,50656.06,51030.13,49983.24,50217.25,50676.453,51030.517,50000.0,50244.01,50655.08,51025.22,49978.89,50225.89,50713.91,51015.63,50002.51,50212.6,50656.5,51046.5,50016.0,50234.5,50647.5,51058.4,50022.5,50204.8,50761.6,51032.5,50028.5,50236.5,50721.28,51044.41,50019.98,50250.84,50665.34,51039.0,50000.0,50245.64
2021-02-24 06:00:00,50050.8,50050.8,49656.52,50018.9,50167.0,50639.0,49210.0,50035.0,50211.36,50678.4,49400.0,50093.88,50226.75,50709.49,49504.22,50119.51,50234.41,50705.94,49436.23,50099.64,50253.37,50703.1,49450.82,50140.49,50248.25,50687.75,49500.0,50104.75,50235.4,50704.3,49410.6,50110.2,50225.5,50691.0,49475.0,50096.0,50498.53,50660.34,49496.23,50104.04,50264.18,50710.31,49443.41,50109.14
2021-02-24 07:00:00,49680.1,49680.1,49680.1,49680.1,50035.0,50320.62769032,49472.0,50050.0,50091.48,50362.13,49501.04,50042.91,50114.94,50346.99,49551.014,50105.15,50098.05,50350.0,49520.91,50082.62,50125.63,50363.01,49526.44,50095.0,50104.75,50327.75,49555.25,50085.5,50110.2,50374.4,49548.5,50140.7,50099.75,50358.5,49566.0,50078.0,50206.4,50345.18,49561.04,50078.48,50095.36,50350.29,49531.41,50060.64
2021-02-24 08:00:00,49890.34,50726.45,49890.34,50726.45,50051.0,50944.0,49792.0,50600.1668049,50089.2,50884.72,49818.38,50658.05,50105.15,50921.529,49840.0,50679.16,50090.93,50891.81,49782.86,50666.7,50041.59,50904.42,49845.77,50684.06,50109.5,50910.0,49842.0,50680.25,50140.7,50912.5,49812.8,50682.8,50037.5,50901.5,49770.5,50674.5,50119.82,50881.7,49814.39,50676.57,50100.0,51089.72,49812.0,50700.14
2021-02-24 09:00:00,50890.43,50907.35,50846.85,50846.85,50628.0,51339.0,50293.0,50809.0,50661.48,51402.65,50362.72,50904.26,50699.12,51408.635,50356.99,50980.189000000006,50664.17,51415.41,50356.56,50900.68,50689.09,51442.01,50351.27,50901.73,50680.25,51397.0,50420.0,50929.5,50682.9,51442.5,50380.7,50900.0,50679.5,51449.5,50389.0,50896.5,50665.65,51432.06,50371.57,50899.67,50659.75,51443.47,50387.22,50889.26
2021-02-24 10:00:00,50544.26,50544.26,50486.11,50486.11,50809.0,50955.0,50050.0,50057.0,50908.49,51042.97,50099.68,50111.98,50981.64,51088.359000000004,50142.85,50159.45,50904.97,51055.38,50110.0,50134.22,50915.34,51044.54,50121.89,50121.89,50940.0,51041.75,50127.25,50140.25,50900.0,51059.2,50150.0,50150.1,50994.0,51068.9,50127.5,50136.5,50905.82,51041.91,50124.23,50144.41,50923.48,51051.0,50096.98,50115.03
2021-02-24 11:00:00,50500.0,50702.08,50436.16,50702.08,50057.0,50833.0,50057.0,50324.0,50113.4,50905.69,50113.4,50390.43,50128.489,50914.526,50128.489,50401.6,50129.71,50939.86,50129.7,50380.0,50152.87,50957.67,50121.89,50360.62,50180.0,50928.0,50160.0,50400.25,50150.6,50909.5,50150.6,50392.1,50160.5,50910.5,50152.63,50388.5,50140.45,50924.23,50140.45,50377.79,50127.96,50920.97,50127.39,50381.65
2021-02-24 12:00:00,51078.18,51229.87,51078.18,51229.87,50339.0,51200.0,50326.0,50711.0,50397.47,51323.93,50324.99,50744.2,50397.3,51300.0,50391.132000000005,50774.399000000005,50379.99,51332.84,50368.45,50738.3,50409.14,51364.74,50377.9,50742.99,50402.25,51345.25,50400.25,50734.0,50392.1,51283.3,50372.9,50746.3,50397.1,51297.5,50374.0,50714.5,50406.27,51338.97,50378.29,50735.42,50408.26,51310.99,50364.29,50709.43
2021-02-24 13:00:00,50500.0,50500.0,48978.31,49699.0,50715.0,51062.0,49055.0,49489.74968895,50758.51,51080.27,49058.18,49468.85,50761.77,51089.154,49093.667,49514.992,50738.3,51123.31,49000.0,49479.41,50784.52,51114.68,48940.12,49470.1,50762.75,51095.25,49082.0,49506.75,50760.0,51099.4,49100.0,49480.2,50788.0,51089.5,49045.0,49468.0,50779.47,51105.22,49108.0,49502.71,50745.92,51100.0,49050.0,49494.86
2021-02-24 14:00:00,49700.0,49700.0,48888.0,49026.73,49498.2387048,49752.0,48750.0,49408.0,49497.41,49794.69,48757.06,49434.82,49511.505,49804.57,48767.13,49473.137,49479.41,49804.39,48731.33,49427.61,49480.62,49792.18,48730.24,49424.75,49540.25,49811.25,48777.0,49427.25,49480.2,49795.3,48691.6,49434.3,49603.5,49793.75,48738.5,49443.5,49532.6,49797.52,48797.43,49416.13,49519.1,49787.02,48729.36,49432.76
